"county","state","women","median_income","democrat_2008","dist_to_closest_facility_miles","abortion_count_2010","highly_restrictive"
"umatilla","oregon",36755,49287,0.371586412255613,32.5430878389015,24,0
"union","oregon",13052,45564,0.366285532793394,84.4494945532747,9,0
"wallowa","oregon",3499,42349,0.334154535274356,88.1260053442909,0,0
"wasco","oregon",12868,46814,0.518980667838313,66.3276322359023,33,0
"washington","oregon",286088,69743,0.598160857365022,8.72911487039244,1202,0
"wheeler","oregon",712,33400,0.346059113300493,80.2803467776551,1,0
"yamhill","oregon",51194,54951,0.477806368607269,28.7306035341769,149,0
"adams","pennsylvania",51527,61927,0.396345163973117,24.0669425645005,77,1
"allegheny","pennsylvania",637331,54357,0.572865301360189,1.58350663650973,4079,1
"armstrong","pennsylvania",34007,45879,0.370377760042565,30.4104393248261,70,1
"beaver","pennsylvania",87180,51887,0.479488059860531,23.1614381867524,307,1
"bedford","pennsylvania",24443,46746,0.269996880709416,49.0517829726273,19,1
"berks","pennsylvania",210555,57068,0.539461688975853,32.2376146633675,1323,1
"blair","pennsylvania",64263,44033,0.373259735121795,67.6309259571323,116,1
"bradford","pennsylvania",31268,51035,0.399736250096967,22.9074699548035,15,1
"bucks","pennsylvania",319152,79559,0.537754976375919,4.1850905344603,1189,1
"butler","pennsylvania",94045,63345,0.357036135244314,25.3721145485064,210,1
"cambria","pennsylvania",69895,42917,0.494514034927311,59.4729688264896,134,1
"cameron","pennsylvania",2375,40347,0.38035482475119,64.5200444080051,13,1
"carbon","pennsylvania",32386,50822,0.50016716817118,22.2553153484775,100,1
"centre","pennsylvania",75620,54407,0.553890436642592,82.8385534533004,127,1
"chester","pennsylvania",260021,88995,0.541998780991329,4.34824282801457,964,1
"clarion","pennsylvania",19956,42890,0.380298339431466,56.2093773155693,55,1
"clearfield","pennsylvania",38914,43361,0.430952803932019,83.382320168205,49,1
"clinton","pennsylvania",20153,47163,0.479753937673224,72.0624496852655,38,1
"columbia","pennsylvania",34633,46952,0.471809136621376,58.9005538331447,78,1
"crawford","pennsylvania",44485,45637,0.440720701791249,74.669585771359,84,1
"cumberland","pennsylvania",123353,62640,0.426362336493142,26.4111817280109,301,1
"dauphin","pennsylvania",140255,54968,0.540239025369424,24.7779611583382,669,1
"delaware","pennsylvania",292145,66576,0.60135476480173,10.1473949578236,1749,1
"elk","pennsylvania",15570,47917,0.511291906298219,80.1167813608233,26,1
"erie","pennsylvania",141392,47094,0.593652559502358,86.3451221111343,301,1
"fayette","pennsylvania",67988,40511,0.492179472542528,37.100985714197,203,1
"forest","pennsylvania",1612,36594,0.424713584288052,79.553526310541,9,1
"franklin","pennsylvania",77669,55751,0.332662842775202,16.8775986411038,20,1
"fulton","pennsylvania",7267,49420,0.249920710434507,27.1033573964798,2,1
"greene","pennsylvania",18113,49116,0.490508113526721,39.6417409842026,49,1
"huntingdon","pennsylvania",21555,45250,0.355089563445243,55.8985986533178,26,1
"indiana","pennsylvania",43562,45118,0.457518968336953,43.2422256060291,118,1
"jefferson","pennsylvania",22439,43913,0.34290729216531,66.2700800329478,45,1
"juniata","pennsylvania",12450,49028,0.315930388219545,53.3701552780971,20,1
"lackawanna","pennsylvania",110027,46673,0.625961841544138,49.2897199562959,274,1
"lancaster","pennsylvania",272134,59237,0.436594957408471,24.5024480613536,595,1
"lawrence","pennsylvania",45685,45764,0.468372778253018,41.5195838651755,119,1
"lebanon","pennsylvania",70036,56191,0.40015793449152,30.7414596517029,153,1
"lehigh","pennsylvania",183963,57685,0.571210252912163,8.74125035726529,1103,1
"luzerne","pennsylvania",161787,46577,0.536330208710964,46.498620589686,522,1
"lycoming","pennsylvania",59209,48731,0.37333197928303,59.0860315541211,158,1
"mckean","pennsylvania",20585,44023,0.405405405405405,57.3240048463008,24,1
"mercer","pennsylvania",58125,45831,0.490947282325823,59.3392640956967,126,1
"mifflin","pennsylvania",23714,42019,0.325737834070662,65.0459168041627,30,1
"monroe","pennsylvania",84594,58980,0.576924764202676,25.3459224681885,347,1
"montgomery","pennsylvania",419490,81902,0.59987310936505,3.44098393629661,1706,1
"montour","pennsylvania",9568,55233,0.419294528231335,69.5125335977724,17,1
"northampton","pennsylvania",153010,62753,0.555055649390401,3.35187833393741,699,1
"northumberland","pennsylvania",46303,43701,0.422484962849393,63.606947321936,77,1
"perry","pennsylvania",22652,58585,0.324127096741499,38.882013385747,42,1
"philadelphia","pennsylvania",822039,39770,0.831033737476557,2.32686714464518,14731,1
"pike","pennsylvania",28118,61199,0.47302136066181,20.8218712442555,58,1
"potter","pennsylvania",8545,40921,0.306380711336086,37.9429669600247,3,1
"schuylkill","pennsylvania",71208,46573,0.448821644939258,43.3226210911585,190,1
"snyder","pennsylvania",20304,51110,0.347696879643388,59.158441159474,25,1
"somerset","pennsylvania",36672,45424,0.366195581084539,56.7994901318138,57,1
"sullivan","pennsylvania",2999,44926,0.395192307692308,45.8029572369059,5,1
"susquehanna","pennsylvania",20772,50160,0.434631540735363,22.8620359388248,6,1
"tioga","pennsylvania",21188,48449,0.355691622599499,23.8694699341501,1,1
"union","pennsylvania",20268,51349,0.421436781609195,71.5878353786071,29,1
"venango","pennsylvania",27151,43885,0.39668498797664,65.6566741774194,43,1
"warren","pennsylvania",20286,44977,0.461609170541797,77.5802597432289,12,1
"washington","pennsylvania",106290,57534,0.470623048509214,18.2732008025126,295,1
"wayne","pennsylvania",24041,50595,0.433232601935795,33.0324114219058,38,1
"westmoreland","pennsylvania",183877,54142,0.411352773142518,19.5558731573635,559,1
"wyoming","pennsylvania",13924,53397,0.455861070911722,38.4079264615301,19,1
"york","pennsylvania",222792,59853,0.426602740713657,1.54357337309171,579,1
"abbeville","south carolina",12739,34652,0.417507499318244,39.2765424959251,28,1
"aiken","south carolina",85319,46454,0.374100616310735,18.1123256254746,233,1
"allendale","south carolina",4475,24817,0.752733598409543,57.4611372914408,29,1
"anderson","south carolina",99961,43518,0.327049480260751,20.6091153077284,300,1
"bamberg","south carolina",7795,32321,0.649545054299971,60.3236069174379,39,1
"barnwell","south carolina",11479,34787,0.503265972647479,44.3049907974692,33,1
"beaufort","south carolina",88946,59227,0.441353274284885,26.4809043153839,414,1
"berkeley","south carolina",100028,54484,0.42844352510767,93.3088082061208,443,1
"calhoun","south carolina",7761,42779,0.513052468338072,73.7404820989053,32,1
"charleston","south carolina",196341,54931,0.535490889311939,83.9965224713227,1105,1
"cherokee","south carolina",28879,35719,0.347442935567755,43.2757996252081,85,1
"chester","south carolina",16531,34319,0.534868750447035,32.1555037770842,96,1
"chesterfield","south carolina",23531,35733,0.479369154593802,51.2444125183832,97,1
"clarendon","south carolina",17310,34106,0.557677469135803,106.31811968708,59,1
"colleton","south carolina",19689,33918,0.497430864268807,64.45373698021,69,1
"darlington","south carolina",35736,34773,0.494477398240949,75.348034298129,156,1
"dillon","south carolina",16681,30955,0.552135350674517,50.8122894482011,80,1
"dorchester","south carolina",76122,56345,0.416105333460548,82.8171191334738,334,1
"edgefield","south carolina",12078,48114,0.440538194444444,17.8288881044789,11,1
"fairfield","south carolina",12021,33798,0.653326448059213,53.8766704687309,55,1
"florence","south carolina",73903,42523,0.479879396296233,80.5898915831155,296,1
"georgetown","south carolina",31871,45299,0.468768570485309,93.118072053768,132,1
"greenville","south carolina",248138,51595,0.371798570207231,5.57541104880917,1011,1
"greenwood","south carolina",37370,37631,0.416220042471433,44.4441496371444,159,1
"hampton","south carolina",9849,31734,0.622032085561497,51.0446694554674,30,1
"horry","south carolina",154794,44746,0.370989904387488,65.0318837602668,600,1
"jasper","south carolina",13105,38991,0.608651456968602,25.8664865213229,63,1
"kershaw","south carolina",32543,46328,0.401143469715919,61.3556653159839,123,1
"lancaster","south carolina",42818,46852,0.419729608243145,26.633085161445,148,1
"laurens","south carolina",34287,39848,0.402480785328362,30.7241288897643,103,1
"lee","south carolina",8752,31169,0.651152627553808,74.1512558141548,59,1
"lexington","south carolina",142330,55412,0.304103659872891,59.0585784124434,521,1
"mccormick","south carolina",4356,41029,0.526567278287462,29.0634623221674,1,1
"marion","south carolina",17288,30562,0.63318834849084,64.384613913026,58,1
"marlboro","south carolina",12986,32601,0.624678190511217,50.7230581610629,48,1
"newberry","south carolina",19414,39841,0.405954974582426,60.318606616674,77,1
"oconee","south carolina",38271,41818,0.304541950404728,33.9544357731491,90,1
"orangeburg","south carolina",47503,34763,0.685792624641546,74.0293907828922,270,1
"pickens","south carolina",60657,43531,0.25906310937777,15.0824625875065,152,1
"richland","south carolina",206800,50899,0.640195834873392,73.7677366659852,1678,1
"saluda","south carolina",10001,41458,0.386260606765082,40.3347188344545,21,1
"spartanburg","south carolina",151535,45219,0.384314304704232,26.1781866760865,641,1
"sumter","south carolina",55806,40777,0.573312592993372,87.3256791818415,293,1
"union","south carolina",14486,34953,0.437975057191351,45.5705765093518,50,1
"williamsburg","south carolina",16870,28494,0.685945387094812,105.856455353158,65,1
"york","south carolina",127112,56482,0.404691769125683,13.7254683439425,523,1
"beadle","south dakota",9042,48423,0.457798165137615,92.1595246309261,16,1
"brookings","south dakota",16254,52086,0.522662992240191,55.0704782165612,41,1
"brown","south dakota",19714,53073,0.524024807279893,157.973933205667,20,1
"campbell","south dakota",818,45800,0.287914691943128,226.538437348757,0,1
"clay","south dakota",7028,38399,0.618282188666991,49.0215034329044,12,1
"codington","south dakota",13838,50133,0.463315667439549,97.9435159218728,16,1
"corson","south dakota",2050,32115,0.602158273381295,255.564722825382,0,1
"custer","south dakota",4206,52891,0.331460674157303,232.954921335408,0,1
"davison","south dakota",9850,48310,0.42486551105798,63.3508671042925,17,1
"day","south dakota",2705,40647,0.561674008810573,132.513165823946,0,1
"deuel","south dakota",2079,54781,0.483930211202938,84.6837707194437,0,1
"douglas","south dakota",1503,51290,0.244380403458213,78.6619696847839,0,1
"edmunds","south dakota",1999,62467,0.398928397467121,177.355108354017,0,1
"faulk","south dakota",1172,43529,0.362862010221465,157.35800888353,0,1
"harding","south dakota",622,51458,0.186980609418283,240.510528142227,0,1
"hughes","south dakota",8970,58934,0.362151204388266,184.507758042374,13,1
"jackson","south dakota",1592,41510,0.389087656529517,243.323930168861,0,1
"kingsbury","south dakota",2509,54568,0.4662285505659,66.4391480638506,0,1
"lake","south dakota",5976,57239,0.499177090190915,36.7549724972263,12,1
"lawrence","south dakota",12506,48220,0.415291343886831,248.099675919147,11,1
"lincoln","south dakota",25932,77455,0.419494199310713,6.73871651919746,31,1
"mcpherson","south dakota",1088,41338,0.323313782991202,196.745273653034,0,1
"meade","south dakota",12850,53069,0.327169646750981,272.974216013841,10,1
"mellette","south dakota",1044,29471,0.449939686369119,201.320775071922,0,1
"minnehaha","south dakota",90666,55293,0.49923556981378,4.83113214253889,241,1
"pennington","south dakota",53369,51084,0.388800314499749,259.40257433276,66,1
"potter","south dakota",1203,47991,0.336122733612273,187.8710723025,0,1
"sully","south dakota",654,59800,0.283110571081409,184.411341818854,0,1
"todd","south dakota",5129,30800,0.786604916280727,201.094699715786,23,1
"ziebach","south dakota",1430,36552,0.6281179138322,254.01653778528,0,1
"anderson","tennessee",38711,44241,0.360975609756098,17.1183161662773,95,0
"bedford","tennessee",23646,43819,0.324176178500032,42.008185925186,64,0
"benton","tennessee",8215,33611,0.408242012656274,76.1816906614852,11,0
"bledsoe","tennessee",6163,38535,0.317098662207358,77.4662813399657,7,0
"blount","tennessee",64924,49532,0.29534320844225,16.8557279336425,150,0
"bradley","tennessee",52896,43721,0.245005367756801,78.4966859204503,85,0
"campbell","tennessee",20541,33628,0.306224263541337,30.0199442673487,23,0
"cannon","tennessee",6999,43654,0.368517500458127,42.1196432254142,8,0
"carroll","tennessee",14602,36212,0.341748239738966,97.269955974206,40,0
"carter","tennessee",28883,33177,0.256649363774174,18.9199245241089,31,0
"cheatham","tennessee",20017,53179,0.334672510348186,22.7443071605376,38,0
"chester","tennessee",8982,42376,0.278216442173711,73.7816602326127,14,0
"claiborne","tennessee",16231,33428,0.295393474088292,37.4410566570281,32,0
"clay","tennessee",3946,28147,0.416833667334669,72.8337295972257,7,0
"cocke","tennessee",18034,31081,0.267606762278664,40.5657898812545,46,0
"coffee","tennessee",27642,45456,0.343049543049543,55.0352726479078,55,0
"crockett","tennessee",7646,38043,0.325824084810336,61.1238540212041,15,0
"cumberland","tennessee",29658,40123,0.306821717485999,63.007653019625,37,0
"davidson","tennessee",345841,50484,0.598984445301453,4.11549495041977,2202,0
"decatur","tennessee",6005,38180,0.328784379592694,84.9233138342062,8,0
"dekalb","tennessee",9666,37640,0.400849256900212,50.5061500532862,9,0
"dickson","tennessee",25937,47137,0.384548388749424,34.5438129137493,66,0
"dyer","tennessee",19641,42833,0.305259515570934,68.7720718667547,59,0
"fayette","tennessee",19807,55972,0.357951594473876,23.5480521029658,68,0
"fentress","tennessee",9130,31714,0.271702032942573,63.6544363589579,6,0
"franklin","tennessee",21177,44837,0.37935979807251,42.7965801256972,29,0
"gibson","tennessee",25915,38854,0.348468451512728,78.1726414664465,60,0
"giles","tennessee",14894,40635,0.394730088117033,37.3258598931587,30,0
"grainger","tennessee",11507,37522,0.275356524057044,30.1112896422178,17,0
"greene","tennessee",35028,36711,0.28820429671666,43.8922699385051,51,0
"grundy","tennessee",6808,28467,0.425518134715026,65.7450345467939,6,0
"hamblen","tennessee",32541,39270,0.300277912567824,37.0427060133377,57,0
"hamilton","tennessee",181959,49434,0.43550704989154,84.5176173884194,301,0
"hancock","tennessee",3321,27973,0.269522534582776,52.0380488567534,3,0
"hardeman","tennessee",11881,33566,0.526742012992792,49.186564898164,47,0
"hardin","tennessee",13201,37244,0.278425510712506,93.7703159905424,21,0
"hawkins","tennessee",28869,37883,0.281844106463878,37.494489629001,28,0
"haywood","tennessee",9657,35094,0.602512005910602,45.6216558114992,47,0
"henderson","tennessee",14497,41478,0.278844378807458,90.1712231881266,25,0
"henry","tennessee",16611,38378,0.380435585086748,88.9527490774083,31,0
"hickman","tennessee",11532,37546,0.419275123558484,41.0034628477382,30,0
"houston","tennessee",4114,40680,0.500298151460942,56.5697208141774,7,0
"humphreys","tennessee",9245,40995,0.474934036939314,58.5227001397517,10,0
"jackson","tennessee",5731,32676,0.494112419462342,63.8272270151135,6,0
"jefferson","tennessee",26817,43673,0.279408590546082,25.3902539522987,59,0
"johnson","tennessee",8305,30180,0.278713397056592,23.1131383388689,6,0
"knox","tennessee",230331,50366,0.377325537654633,5.11372828244396,853,0
"lake","tennessee",2820,29893,0.457551385165326,85.9440966821386,5,0
"lauderdale","tennessee",13013,32353,0.462840008567145,45.9482155248117,45,0
"lawrence","tennessee",21565,40457,0.322159800249688,52.402882951206,28,0
"lewis","tennessee",6003,36920,0.373189904840712,58.5053421136132,6,0
"lincoln","tennessee",17144,41038,0.281416603198781,24.368696381845,33,0
"loudon","tennessee",25991,52995,0.273079697078976,26.9969526776283,42,0
"mcminn","tennessee",26988,38661,0.294906594283889,55.3914747016899,36,0
"mcnairy","tennessee",13323,31956,0.300422183841873,75.8766256138995,22,0
"macon","tennessee",11548,34098,0.279891304347826,50.3221602322589,13,0
"madison","tennessee",51610,44237,0.46090863476714,68.8024672497934,230,0
"marion","tennessee",14520,41477,0.393984436478097,63.4426509564371,12,0
"marshall","tennessee",15955,44900,0.382673398883869,41.0106798588836,30,0
"maury","tennessee",44480,49597,0.386708916989961,36.3217665878524,129,0
"meigs","tennessee",5976,35209,0.323814019353316,61.5478517701717,7,0
"monroe","tennessee",22784,37054,0.301186147702211,41.4746497171764,32,0
"montgomery","tennessee",94761,51528,0.455005484978237,47.5315143052703,440,0
"moore","tennessee",3221,49496,0.298441734417344,40.8110896038773,0,0
"morgan","tennessee",9601,39728,0.288625036646145,39.5664087693775,8,0
"obion","tennessee",16067,38933,0.32168458781362,96.5599320600655,31,0
"overton","tennessee",11127,35065,0.422516065249629,80.6727872273207,11,0
"perry","tennessee",3903,31274,0.443,69.9805609274648,3,0
"pickett","tennessee",2565,39014,0.319730438038188,80.0708840614741,1,0
"polk","tennessee",8367,41520,0.326718966312875,70.4804599706794,4,0
"putnam","tennessee",37805,36350,0.356530970859569,68.7885649474136,84,0
"rhea","tennessee",16491,38355,0.261750405186386,66.5495662728947,32,0
"roane","tennessee",26862,42299,0.310362605258636,35.9509734251944,58,0
"robertson","tennessee",34476,56331,0.337437531686825,28.3460952085063,85,0
"rutherford","tennessee",147211,58032,0.397692088424074,20.5000719269527,563,0
"scott","tennessee",11164,30897,0.253575114256229,46.7647678664008,16,0
"sequatchie","tennessee",7418,46541,0.31579915394519,81.6712064660826,6,0
"sevier","tennessee",48131,42586,0.25349871836422,19.7777795103452,113,0
"shelby","tennessee",490286,46854,0.633528197649269,1.92092152710966,4583,0
"smith","tennessee",9652,44272,0.386513370365586,43.9040424361367,12,0
"stewart","tennessee",6778,41835,0.448520065371346,66.1031197558958,13,0
"sullivan","tennessee",80766,40983,0.286794693501258,10.6232934253057,77,0
"sumner","tennessee",88307,58972,0.319613851371452,24.293703049798,221,0
"tipton","tennessee",31155,54650,0.313280139042503,23.3994632734256,82,0
"trousdale","tennessee",3969,47667,0.455387465267058,37.8778161354615,8,0
"unicoi","tennessee",9026,35390,0.291707046933407,32.0898229503607,6,0
"union","tennessee",9575,38540,0.285825910298484,18.0703275583835,11,0
"vanburen","tennessee",2806,42813,0.384859474161378,75.6522861551126,3,0
"warren","tennessee",20324,36245,0.382986111111111,58.9150983055618,32,0
"washington","tennessee",64820,44444,0.32544608223429,22.0118765193971,103,0
"wayne","tennessee",7504,34008,0.245160123032386,73.9168848477207,11,0
"weakley","tennessee",17475,38040,0.335719503287071,100.070871093521,25,0
"white","tennessee",13493,35989,0.349538716699492,70.2358636223009,16,0
"williamson","tennessee",105207,100140,0.297781005061615,13.233370612311,195,0
"wilson","tennessee",64295,63426,0.310522097773608,19.9316401286906,154,0
"anderson","texas",22391,42146,0.277994596217352,26.1075848665231,54,0
"andrews","texas",8481,70121,0.170663210196587,233.999124621171,11,0
"angelina","texas",44892,44185,0.32171646142764,51.5726102304571,154,0
"aransas","texas",12483,44851,0.307424831253835,26.9975921066248,54,0
"archer","texas",4406,62407,0.169530355097365,95.8576686994451,6,0
"armstrong","texas",940,65000,0.129292929292929,215.285967642994,1,0
"atascosa","texas",23950,53181,0.444254377138257,32.2363296206522,73,0
"austin","texas",14749,56681,0.240679122941729,48.5839051345288,60,0
"bailey","texas",3344,40589,0.29447322970639,228.304515867848,4,0
"bandera","texas",10595,55434,0.242013552758955,30.3040660258045,27,0
"bastrop","texas",38425,55808,0.450922139053939,24.7552636105041,115,0
"baylor","texas",1880,34382,0.222763237979306,121.686171046541,3,0
"bee","texas",12945,44005,0.446855461566752,47.0334157595075,44,0
"bell","texas",165814,51529,0.447373082117475,60.3284867591985,1096,0
"bexar","texas",943526,52353,0.524099559647337,3.76876781164918,6893,0
"blanco","texas",5417,56573,0.297023689005872,37.7872187494926,13,0
"borden","texas",324,77569,0.110803324099723,232.431158785264,1,0
"bosque","texas",9108,45419,0.235024849594559,55.4321224642147,20,0
"bowie","texas",46407,42683,0.30736656624794,137.392416905322,39,0
"brazoria","texas",166963,72006,0.347627215551744,20.9375527992041,672,0
"brazos","texas",103505,41654,0.349428186729842,69.8049567700206,573,0
"brewster","texas",4825,38440,0.505128205128205,200.58628760419,17,0
"brooks","texas",3511,24913,0.756604590731919,59.9242972521541,25,0
"brown","texas",19179,43235,0.187945387945388,111.833908466511,27,0
"burleson","texas",8730,52513,0.308027006751688,69.0533714636906,26,0
"burnet","texas",22559,54259,0.272775705913692,42.3181759739779,70,0
"caldwell","texas",19829,49533,0.463856456043956,25.8044539106114,81,0
"calhoun","texas",10766,54167,0.396714638755633,73.4108656923861,24,0
"callahan","texas",7068,40568,0.185969209237229,120.330993001395,10,0
"cameron","texas",216268,34578,0.640786708434117,43.4448230285401,870,0
"camp","texas",6440,40045,0.379680315305452,103.332558388851,18,0
"carson","texas",3181,64554,0.136241610738255,209.36049990409,1,0
"cass","texas",15652,39366,0.294614215769036,137.394274213618,4,0
"castro","texas",3873,42733,0.313836752509821,250.273656720363,8,0
"chambers","texas",19118,70396,0.239843514896178,30.181745779354,158,0
"cherokee","texas",25188,40769,0.280806481086678,40.4963486179726,49,0
"childress","texas",3105,37125,0.216463414634146,165.703656499417,6,0
"clay","texas",5190,45341,0.203221577074359,89.2993237750258,3,0
"cochran","texas",1443,38625,0.268684957426679,241.207550679139,0,0
"coke","texas",1546,41756,0.190567240280433,182.256822600859,6,0
"coleman","texas",4199,42049,0.173689897352782,131.028547274705,10,0
"collin","texas",451447,86188,0.367677850719697,15.1465919755308,1650,0
"collingsworth","texas",1495,40257,0.19581589958159,153.987452448232,2,0
"colorado","texas",10486,45398,0.300251406680235,67.0393247434946,29,0
"comal","texas",63059,69666,0.257153536276423,28.1843385950761,209,0
"comanche","texas",6798,39054,0.25570251102166,81.6187394871217,25,0
"concho","texas",1291,48516,0.238625812441968,143.923322724187,2,0
"cooke","texas",19579,56269,0.202967003725386,54.4640375838392,57,0
"coryell","texas",38072,49275,0.361062622736199,70.2896771877028,136,0
"cottle","texas",797,33750,0.265248226950355,183.134403601282,7,0
"crane","texas",2361,60133,0.21939477303989,244.581681125336,9,0
"crockett","texas",1942,50646,0.331391585760518,178.119486213605,14,0
"crosby","texas",3079,39026,0.357366771159875,236.489762997451,13,0
"culberson","texas",1091,33981,0.648221343873518,109.011772836875,5,0
"dallam","texas",3322,43897,0.190056639395846,192.172427609281,2,0
"dallas","texas",1274855,51411,0.572796470506985,5.593001023468,10606,0
"dawson","texas",5839,42354,0.28125,262.906176575278,8,0
"deafsmith","texas",9561,47219,0.262858347386172,240.003149242091,18,0
"delta","texas",2683,40529,0.269318701417467,69.7305617641291,26,0
"denton","texas",383540,76678,0.374738451799082,21.5229875295455,1455,0
"dewitt","texas",9813,50582,0.258979776637489,81.3896224938381,24,0
"dickens","texas",1077,42118,0.240740740740741,205.848486934296,5,0
"dimmit","texas",5599,32204,0.750487872874268,100.901735570151,23,0
"donley","texas",1721,40560,0.172189349112426,187.331355142916,5,0
"duval","texas",5628,33115,0.748015422998412,60.0942460860733,33,0
"eastland","texas",9207,34434,0.195268090336457,85.471721235049,15,0
"ector","texas",75844,58335,0.25622086165253,240.75084550855,243,0
"edwards","texas",1093,39457,0.334299516908213,102.281261043932,5,0
"ellis","texas",81201,64382,0.28471951423319,15.9167490091242,272,0
"elpaso","texas",425282,42075,0.658743312476718,5.99027794687871,2216,0
"erath","texas",20672,42492,0.223125757899993,56.4830882846749,56,0
"falls","texas",9031,38547,0.397392391498482,81.7371039761162,33,0
"fannin","texas",15933,45471,0.296220283906277,57.4542447045587,34,0
"fayette","texas",12617,51290,0.281314168377823,57.7278722619545,22,0
"fisher","texas",2040,41531,0.385089686098655,173.482146134195,3,0
"floyd","texas",3127,43070,0.289567631892106,236.653547569621,4,0
"foard","texas",678,48068,0.368029739776952,156.398219089182,0,0
"fortbend","texas",347831,91152,0.484996696610821,16.5504639675339,1436,0
"franklin","texas",5202,42652,0.230683589401024,90.6221717001638,7,0
"freestone","texas",9339,45134,0.279088913282108,42.1451926745482,25,0
"frio","texas",7592,37163,0.592072870507139,55.2838637688894,34,0
"gaines","texas",9545,58788,0.159822965330711,233.712290385858,10,0
"galveston","texas",159214,63064,0.3981276903737,13.0674252098005,781,0
"garza","texas",2401,52708,0.214285714285714,231.792871989164,3,0
"gillespie","texas",13182,55850,0.208785864807911,56.1588657016598,29,0
"glasscock","texas",583,62159,0.0933572710951526,237.666136388864,1,0
"goliad","texas",3709,54375,0.363611491108071,63.8071827452401,6,0
"gonzales","texas",10074,46630,0.344679497375537,53.5856236944773,32,0
"gray","texas",10886,45264,0.141768105250215,186.88642851225,10,0
"grayson","texas",63536,50212,0.305649009389362,53.146097558724,194,0
"gregg","texas",62867,47140,0.30898850035203,88.1883144230505,111,0
"grimes","texas",12204,47839,0.324921893775535,56.716789585488,33,0
"guadalupe","texas",74561,64599,0.340405806873012,29.8924878118064,189,0
"hale","texas",16849,44995,0.27235240872976,252.882968925358,34,0
"hall","texas",1577,27244,0.256329113924051,179.488949451082,4,0
"hamilton","texas",4217,45105,0.228427739544733,73.3351865005578,10,0
"hansford","texas",2795,41335,0.114176974310181,210.134880987642,2,0
"hardeman","texas",2018,35156,0.233855799373041,144.118444551328,8,0
"hardin","texas",28140,54352,0.190271471355425,74.313211469478,52,0
"harris","texas",2228915,55584,0.504478126664572,0.432568813447353,18914,0
"harrison","texas",33858,46230,0.339743099625354,103.511993188164,21,0
"hartley","texas",2370,64614,0.125944584382872,200.942941194541,0,0
"haskell","texas",2576,41067,0.330340264650284,139.057614087847,4,0
"hays","texas",93465,60495,0.481457020930705,18.2731274226569,432,0
"hemphill","texas",2166,67773,0.137579617834395,156.123452988384,2,0
"henderson","texas",40627,43434,0.27292794812541,59.985412928343,74,0
"hidalgo","texas",424255,36094,0.690153229752875,4.05353215731441,1859,0
"hill","texas",17685,43441,0.288974825599029,47.5323952405933,40,0
"hockley","texas",11852,50331,0.235055591890124,265.259029289887,26,0
"hood","texas",27493,58315,0.225128341299345,25.3377514656678,92,0
"hopkins","texas",18252,45748,0.273240962922827,69.9451090896379,41,0
"houston","texas",10577,32434,0.307977736549165,10.1431482655596,2,0
"howard","texas",15769,50977,0.26266900608938,237.685429986826,26,0
"hudspeth","texas",1736,26635,0.478841870824053,54.8289612431023,0,0
"hunt","texas",45116,45643,0.29108521880504,40.883315529825,107,0
"hutchinson","texas",10929,50114,0.15089601643648,215.669639256282,18,0
"irion","texas",793,64100,0.200734394124847,181.352251872249,5,0
"jack","texas",3829,50390,0.15547469401257,53.6663078860958,4,0
"jackson","texas",7479,56601,0.257267154439391,88.3945856052207,13,0
"jasper","texas",18234,44552,0.286318096430808,104.784401519448,77,0
"jeffdavis","texas",1167,50174,0.378640776699029,167.765573585757,2,0
"jefferson","texas",123609,44965,0.508380900607049,72.713449136645,746,0
"jimhogg","texas",2613,34769,0.736088154269972,81.1517373242268,17,0
"jimwells","texas",21154,43321,0.577506028246641,40.1313148526716,101,0
"johnson","texas",79038,59095,0.257982017982018,16.1114492095292,245,0
"jones","texas",7122,47007,0.263085399449036,138.275339792923,15,0
"karnes","texas",6051,46058,0.388778440468301,62.1575512141373,23,0
"kaufman","texas",56860,60179,0.317570066865841,29.1278349369553,196,0
"kendall","texas",20275,76350,0.214916995103308,24.5530900309779,49,0
"kenedy","texas",261,24000,0.534653465346535,53.9054131795707,1,0
"kent","texas",345,50625,0.220982142857143,188.986462816676,1,0
"kerr","texas",26137,44261,0.246940946976414,50.3957490341238,94,0
"kimble","texas",2291,41263,0.185567010309278,96.523509850523,3,0
"king","texas",133,57083,0.049079754601227,178.666629062624,1,0
"kinney","texas",1467,34398,0.408123791102515,111.399131702516,4,0
"kleberg","texas",15401,41469,0.532199270959903,33.7740256838758,100,0
"knox","texas",1869,42188,0.26827485380117,141.205315151185,3,0
"lamar","texas",25638,40283,0.285535344733689,89.1813142741606,64,0
"lamb","texas",6688,41401,0.255469613259668,255.153043120446,9,0
"lampasas","texas",10385,50358,0.249279538904899,63.829858120211,9,0
"lasalle","texas",3079,40094,0.592342342342342,89.9647569729698,13,0
"lavaca","texas",10134,47753,0.227289310470631,70.5072659242511,25,0
"lee","texas",8298,54346,0.313627097381214,47.7082313286328,20,0
"leon","texas",8513,47441,0.201391847748899,28.6538916109879,15,0
"liberty","texas",39628,49655,0.27702765190049,38.7254156623078,123,0
"limestone","texas",11446,37431,0.328802927339258,56.9690507602351,61,0
"lipscomb","texas",1609,60163,0.123407643312102,163.987279811804,0,0
"liveoak","texas",5410,50741,0.25095785440613,57.5522144673383,19,0
"llano","texas",10106,48562,0.23366912451968,54.9244589779608,18,0
